id,username,location,text,sentiment
44,Manuel Hernandez,,ONE POSSIBLE FUTURE In the postpandemic period the virus causes colds for some and more serious illness for othe httpstcokDWAU2DUbb,-0.5531
45,GailLaughingwolf,,RT oneunderscore Heres the full story with brandyzadrozny on how January 6th rioters militias and extremists are looking to take ov,0.0
46,Nana,"Georgia, USA",RT SharylAttkisson 2Its not up to you or your doctor to try to decide ahead of time if an illnessdeath is due to vaccine its suppose,0.0
47,TX Pride,,RT patrickc To follow up on this one a bitThe specific thing that I think is underappreciated is that the three companies that made t,0.0
48,brandon,,Use r really out here letting someone tell u to get a vaccine,0.7003
49,Chief.Taco,"North Bay, Ontario",Shantzy1 fordnation Two years into this shit and you people are still blaming the ineffective of your vaccine o httpstcouwenystIGG,-0.8381
0,Vansh Narang,"New Delhi, India",RT VMaya11156 If we dont ask this questions our kids wont forgive us we wont be able to forgive ourselves Show us risk benefit rati,0.2928
1,SBG Bury MMA & Brazilian Jiu Jitsu,"Bury, England",RT EssexPR Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for flu,-0.296
2,Martha Lucia Garcia,Canada,nicoleb85710507 drmwarner ONgov This is happening in Ontario because even with worldclass epidemiologists vacc httpstcoJf8hQvdHIF,0.0
3,Aurora XXX,,RT nyx200 Despite NO vaccine mandates in British Columbia for restaurants with counter service only Barburrito has decided to only let,0.3465
4,I hate everyone equally,"Port St Lucie, FL",Robert Malone Vaccine Scientist Vaccine Skeptic  The Atlantic Ill have to read more into this httpstcoGmRXQ1p8Pr,-0.2263
5,Sassa Frass,"Philadelphia, PA",yfeldblum RepThomasMassie Oh You mean the doctors who didnt get fired for declining the vaccine  The doctors w httpstcoM1sixKC3rK,0.4449
6,ODete Botelho,New Jersey,ilivetotravel ABC You obviously dont know anything about vaccine science Information has been evolving based on httpstcoDQnQVImO2c,0.0
7,COMMON $£N$£💎,T’was 2016 🥀,RT DavidPoulden How long before they visit China to study the social credit score systemCOVID19 Michael Gove visits Israel to study,0.3818
8,Wilfrid Somogyi,London,RT JeremyKnox A periodic reminder that leaving so many countries with such appallingly low vaccine coverage rates is the most predictab,-0.6249
9,"Dorie Nolt, Independent","Washington, D.C.",RT paigekowalski Parents in DC are supposed to head to schools and pick up rapid tests Testingvaccine sites open after days of closure,0.0
10,jkalexander,,RT USATRUMPMAN1 Who gave the teacher in New York who vaccinated the school student access to the vaccine Do all the communists carry jab,0.0
11,Red Headed Stranger,,ThreeOnePour Vaccine status doesnt seem to matter much to omicron But the severity of the infection does at least,0.0129
12,jean bissonnette,"Arlington, TX",RT StephenGlahn With this reliable subversive Northern District Judge Reed OConnor crosses over to become a Putin proxy disrupting th,-0.2263
13,Kit Lenz,Seton Hole University,As a nonscientist I am at a loss to understand how any new variant virulent enough to eventually supplant Omicron httpstcoECAq0wAvPB,-0.7184
14,Bharat,Earth,RT ElectionWiz JUST IN A federal judge granted a temporary injunction Monday against a federal vaccine mandate for Navy SEALs who sued,0.25
15,whitney,"Florida, USA",jlrmackay wiresink southernfemale5 unclecousinjoe Shishkeberry Im truly not trying to argue with you because httpstco9VSTQNzVVT,0.6041
16,RAHMMAGICK,"Pueblo, CO",RT joncoopertweets A GOP activist in California who was an ardent and vocal opponent of vaccine mandates died this week of Covid19 She,-0.128
17,Rickydisco says #SplitThePLP,,Ive had Covid so I wont be getting a vaccineMy wife had a vaccine injury amp got Covid so wont be getting a boos httpstcoPzcTEKtiVx,-0.4215
18,Crystal King,"Arlington, WA",RT GeorgePapa19 Navy SEALS Achieve Stunning Victory in Americas Fight Against Vaccine Mandateshttpstcomuftx0JvQ0,0.0
19,Robb Wexler,Chicago,johnrich Kurt Vonnegut was right We ARE going to go out with a whimper rather than a bang I cant believe people httpstcoqAfDxzxQ98,0.0
20,Lewis Black,Northern Ireland,RT VigilantFox Dr Malone discusses his suspension from both LinkedIn and Twitter for the crime of promoting vaccine hesitancyHe arg,-0.4404
21,JpClinton,,RT JillRTeamXRP Aaron Rodgers on vaccine If science cant be questioned its propaganda Amen  httpstcoNhwVPioFQl via Radiodotc,-0.1759
22,Bedda the Saint,Montana,RT LakotaMan1 If youre protesting Pfizers COVID vaccine but still popping Viagra made by Pfizer too that makes you a hypocrite  happ,-0.2263
23,YUKTI NATH,India,RT TajinderSTS Record 4 million young children vaccinated on first day PM narendramodi congratulates young friends who got their 1s,0.4767
24,TOI Bengaluru,Bengaluru,Covid19 Weekend curfew in Karnataka from January 6 Schools in Bengaluru apart from 10th and 12th standards to httpstcoYsGfuLK5Or,0.0
25,Grestyn Tegg,,RT HackneyAbbott Sad that some people are talking about giving people in the UK a 4th dose of Covid vaccine when most people in Africa h,-0.1779
26,Jabba,Nowhere near you,RT PBDerbysAtheist httpstcoZtZxJObZHmNovak Djokovic given COVID vaccine exemption to take part in Australian Open Disgusting deci,-0.5267
27,Skeptical Agent Dudette,"Houston,Texas",Theyve killed God I cant feel my God my soul is dead  Covid vaccine trial volunteer reports httpstco0GmEXN1Ry6 via BitChute,-0.8595
28,C. Chantel 🌹,"Houston, TX",TeamStradley She wasnt some innocent victim this women was outspoken against vaccine mandates and refused to get httpstcocd5apxlcTb,-0.3447
29,greenwavz 🌊,"Portland, OR",RT danheld Bitcoin is a vaccine against fiat,0.0
30,JM,NW,RT talkRADIO Former UK Vaccine Taskforce chair Dr Clive Dix wants to see the UK stop Covid testing within a monthWe dont test for fl,-0.296
31,jake,,RT urtruthdetector Mostly peaceful vaccinehttpstcoeJnNz56Mf7,0.4939
32,Digital Medic,Stanford | Cape Town,What should parents know as they plan to take children for the COVID19 vaccineGet the facts from pediatricians httpstco50j1pSb2cN,0.0
33,Adam Ableman ELECTION REFORM NOW,Southern California,ProperGanderUS leftylucieb Vaccinated people are getting sick because there are unvaccinated people out there No httpstco3UW4k0SY9w,-0.5106
34,butchcassidy1964,,UBIkittycat POTUS Stop with this If you havent gotten vaccine Get it It will help you and those around you A httpstco8uLmAwt9sf,0.128
35,Direct7,,RT chadloder The Deputy District Attorney of Orange County CA Kelly Ernby who vocally protested against vaccine mandates and COVID loc,-0.128
36,Jenni Mays,,ExpatIslander octojofo That is what people say when they have no argument ps the vaccine doesnt work Go look it up,0.2755
37,Lori Rice-Spring,"Springfield, PA",RT joncoopertweets BREAKING The CDC is now recommending a booster shot with the Pfizer vaccine only FIVE months after the first two shot,0.0
38,The Zen Puppy,,RT oneunderscore Heres the full story with brandyzadrozny on how January 6th rioters militias and extremists are looking to take ov,0.0
39,Nicole Minet,,RT toadmeister Professor Andrew Pollard the head of Britains vaccine body has said fourth jabs should not be offered until there is mo,0.0
40,Brent Harm,"Mountain Green, UT",RT SovMichael This is being repeated widely as it shouldIf they didnt know that the vaccine would lose efficacy long termHow d,-0.4019
41,FULLY VAXXED DOG MOM🐾🐶,"Montana, USA",RT joncoopertweets BREAKING The CDC is now recommending a booster shot with the Pfizer vaccine only FIVE months after the first two shot,0.0
42,Donna Marie 🇺🇸,USA,RT USATRUMPMAN1 Who gave the teacher in New York who vaccinated the school student access to the vaccine Do all the communists carry jab,0.0
43,IDSA,"Arlington, VA",RT RealTimeCOVID19 Q Who should get the COVID19 vaccine booster amp whenCheck out answers to these questions amp more on the RealTimeC,0.0
44,ThomasLeft,,My whole family came down with sore throats sniffles and headaches after our christmas dinner Double vaxxed Me httpstcorL7BLk7Ira,-0.3612
45,Justin Martin,looking for my people,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
46,JLC, ,UNITED STATES DISTRICT COURT NORTHERN DISTRICT OF TEXAS FORT WORTH DIVISION ORDER ON PRELIMINARY VACCINE INJUNCTIO httpstco2uOSllzthw,0.7324
47,The Tennis Talker,"England, United Kingdom",Lets be honest Why did Vaccination Medical Exemptions even become a thing Answer Novak Djokovic and his anti httpstcoChfjp6sCgd,0.5106
48,Cruel Marx Engels Thesis,"Atlanta, GA",BobbyLibby pugmane AnnaDelveyPP jralafold ManlyBidoof sailorrooscout mugecevik pattyghould My step dad was httpstcotk6G33l9gV,0.0
49,Robert Parker,,sunnyskies333 justinhart Were learning as we go Soooo an experimental drug then You cant make that excuse a httpstcoqfndVsNskH,0.0772
0,Ann Archy,,cmarioal69 disclosetv JordanSchachtel So Sep9 2021 when Biden said the vaccine is safe effective and freethi httpstcoA6f6YNd9mV,0.7184
1,Alex,"Covidius Albion, UK",RT YousefMunayyer At what point do we start treating Covid hospitalization like elective procedures because increasingly only people who,0.3612
2,Jorge,"Colorado, USA",nytimes What The Fuck I have no issues with the vaccine my kids are vaccinated against COVID now but this is wrong Period,-0.7724
3,Clitter,Ubiquitous,RT NinaBina4Peace snowcrash395 PeterHotez Did you know that Jonas Salk made ZERO off of the Polio VaccineIm old and I remember learn,0.0
4,Digby,,RT adamjohnsonNYC I for one think its tight the entire debate around COVID now is accepting the premise everything will remain open an,0.3818
5,save DEMOCRACY,USA,Maybe its time for the WH to start daily COVID briefings Because if the Delta Variant is allowed to mutate unchec httpstcobUGIWbmUP4,0.0
6,marie goudreau 🇨🇦," #Manitoba, #Winnipeg 🇨🇦",RT Justmemarie2 100 not true Betty Whites agent shuts down deathfrombooster rumors to Daily News httpstcocuyzxLA5sw ,0.0
7,Mr. Baker,BK | ATL | Troy,RT TheeSkinBoss My mother asked a vaccine question at my brothers doctor and the nurse said your guess is as good as mine Nah we not,0.3612
8,VijayFc @rjun,,RT BTPOffl Covid19 Weekend curfew in Karnataka from January 6 Schools in Bengaluru apart from 10th and 12th standards to be shutdow,0.0
9,Love Bruce Springsteen and the E Street Band 🎸🎷,Michigan,RT freddyatton Some of our Navy Seals are refusing the Covid vaccine Put them in quarantine until the pandemic is over,-0.4019
10,hariprasad,Bengaluru - Tamilnadu (India),RT TOIBengaluru Covid19 Weekend curfew in Karnataka from January 6 Schools in Bengaluru apart from 10th and 12th standards to be shu,0.0
11,Alex Baker,,RT marklarflash libsoftiktok I didnt think vaccine messaging could get any worse than this I was wrong httpstco3wudYV8CCd,-0.7351
12,Sarah assistant Forklift driver,Now in Texas ,RT RealBrysonGray I remember when vaccine passports was a right wing conspiracy theory,-0.5267
13,Not Yoo,,OCDAToddSpitzer She was too young If only republicans werent so misguided on the subject of the Corona virus va httpstcoTDxC5SqWKp,0.0
14,Bexley News - Delivering for Bexley,London Borough of Bexley,RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
15,Ben Circelli,,RT MotherOfNerds krismeloche I think about Switch Health and their set up of a vaccine clinic in Toronto Where do they get staff  D,0.0
16,Adrian Dix,Vancouver BC,Theres a dropin vaccine clinic open daily in Vancouver at the Italian Cultural Centre Head to 3075 Slocan St b httpstcoepaSjFGEJ3,0.0
17,torasan,,RT GeorgePapa19 Navy SEALS Achieve Stunning Victory in Americas Fight Against Vaccine Mandateshttpstcomuftx0JvQ0,0.0
18,Patrice Lamoree,,RT CDCgov CDC updated its recommendations for use of PfizerBioNTechs COVID19 vaccine 1 People who got a PfizerBioNTech COVID19,0.0
19,Karen Norton,USA,jimandsamshow SIRIUSXM JimNorton blames someone else for not getting boosted They wouldnt let me If he got httpstcopt2Zoy5P3T,-0.6591
20,shaolin,,QuickBitsNews nypost But doesnt a vaccine prevent you from getting it They shoved that word down our throats fo httpstco3hNoxauNK0,0.0387
21,FrLecardonnel - No #FakeMed,"Hauts-de-Seine, Ile-de-France",RT itosettiMDMBA How about telling people this isnt the last wave nor variant youll need yearly updated vaccines it needs to be,0.0
22,ⓣel to a 1$,,Kefka999 ABC Its in the vaccine,0.0
23,❌ M. Gibson-Leek ❌,Deplorable Nation,RT Scattermae777M Whistleblower Shows Nearly 50K Medicare Patients Dead After Vaccine Fact Check This Raw Data httpstco8i5NGlkl6f,-0.6486
24,Amanda Brooks 🏴󠁧󠁢󠁳󠁣󠁴󠁿🕊️🐕🎨🎭🔬,"Lanarkshire, Scotland",WistfulOtter SamBorley Who is saying this I had my booster and flu vaccine at the same time and felt nothing wo httpstcoRfgWS1HATi,-0.3818
25,Arun,,RT iamsabarish If lockdown implemented the what is the nessasary for vaccineUS cases more than 200k per day but they didnt closed,0.0
26,Dr. Cory Silas Sheffield,Treaty 4 Territory,RT awong37 40000 to prevent one hospitalization or death is actually VERY REASONABLE in terms of costeffectiveness We ABSOLUTELY shou,-0.5859
27,WassieWay,,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
28,QuickCart,United States,Navy blocked from acting against 35 COVID vaccinerefusers httpstcof2lmVSl6Rm,-0.2732
29,Global Politics,San Francisco,RT VPrasadMDMPH Pre Vax 2020 FDA said  they would not accept vaccine efficacy less than 50 minimum bar Ontario data now suggesting,-0.2924
30,Linda Croudace,"Huttoft, England",RT BorisJohnson A year ago the UK became the first country in the world to administer the OxfordAstraZeneca vaccineIm extremely prou,0.0
31,Christina Aspires to be an Angelic Troublemaker,,SteppenLoneWolf UStaxpayer dkupiecki Timcast Also bc all of this covid stuff is going so quickly nothing is httpstcoQ1cSUdndZz,0.0
32,laney 🍓,tx 🤠,uglycalebb the fact that your dad is just insulting you instead of expressing why he disagrees w the vaccine prove httpstcou1k1ca4aar,-0.6705
33,Bill Hulbert,"M&S
",BandrunnerTours SadKennith walrozt Alicebellamy no Im not  Im saying they were given a choice between having httpstcoTQxeWCkBfD,-0.296
34,ಕೌಶಿಕ್ 1_2_3🔥,🇮🇳,RT BTPOffl Covid19 Weekend curfew in Karnataka from January 6 Schools in Bengaluru apart from 10th and 12th standards to be shutdow,0.0
